batter,balls,strikes,outs_when_up,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,at_bat_number,pitch_number,home_score,away_score,bat_score,fld_score,stand_class,home,half_inning,year,month,day,base_runner_class,if_alignment_class,of_alignment_class
570731,2,2,0,518595.0,624413.0,429664.0,605204.0,642708.0,643446.0,607043.0,624424.0,10,6,0,1,1,0,1,1,3,2019,4,9,2,1,1
570731,2,2,0,518595.0,624413.0,429664.0,605204.0,642708.0,643446.0,607043.0,624424.0,10,5,0,1,1,0,1,1,3,2019,4,9,2,1,1
570731,2,1,0,518595.0,624413.0,429664.0,605204.0,642708.0,643446.0,607043.0,624424.0,10,4,0,1,1,0,1,1,3,2019,4,9,2,1,1
570731,2,0,0,518595.0,624413.0,429664.0,605204.0,642708.0,643446.0,607043.0,624424.0,10,3,0,1,1,0,1,1,3,2019,4,9,2,1,1
570731,1,0,0,518595.0,624413.0,429664.0,605204.0,642708.0,643446.0,607043.0,624424.0,10,2,0,1,1,0,1,1,3,2019,4,9,2,1,1
570731,0,0,0,518595.0,624413.0,429664.0,605204.0,642708.0,643446.0,607043.0,624424.0,10,1,0,1,1,0,1,1,3,2019,4,9,2,1,1
503556,3,2,0,518595.0,624413.0,429664.0,605204.0,642708.0,643446.0,607043.0,624424.0,9,8,0,1,1,0,2,1,3,2019,4,9,1,1,1
503556,3,2,0,518595.0,624413.0,429664.0,605204.0,642708.0,643446.0,607043.0,624424.0,9,7,0,1,1,0,2,1,3,2019,4,9,1,1,1
503556,3,2,0,518595.0,624413.0,429664.0,605204.0,642708.0,643446.0,607043.0,624424.0,9,6,0,1,1,0,2,1,3,2019,4,9,1,1,1
503556,2,2,0,518595.0,624413.0,429664.0,605204.0,642708.0,643446.0,607043.0,624424.0,9,5,0,1,1,0,2,1,3,2019,4,9,1,1,1
503556,2,1,0,518595.0,624413.0,429664.0,605204.0,642708.0,643446.0,607043.0,624424.0,9,4,0,1,1,0,2,1,3,2019,4,9,1,1,1
503556,1,1,0,518595.0,624413.0,429664.0,605204.0,642708.0,643446.0,607043.0,624424.0,9,3,0,1,1,0,2,1,3,2019,4,9,1,1,1
503556,1,0,0,518595.0,624413.0,429664.0,605204.0,642708.0,643446.0,607043.0,624424.0,9,2,0,1,1,0,2,1,3,2019,4,9,1,1,1
503556,0,0,0,518595.0,624413.0,429664.0,605204.0,642708.0,643446.0,607043.0,624424.0,9,1,0,1,1,0,2,1,3,2019,4,9,1,1,1
641598,0,1,0,518595.0,624413.0,429664.0,605204.0,642708.0,643446.0,607043.0,624424.0,8,2,0,0,0,0,1,1,3,2019,4,9,1,1,1
641598,0,0,0,518595.0,624413.0,429664.0,605204.0,642708.0,643446.0,607043.0,624424.0,8,1,0,0,0,0,1,1,3,2019,4,9,1,1,1
592696,1,2,2,518595.0,624413.0,429664.0,605204.0,642708.0,643446.0,607043.0,624424.0,4,5,0,0,0,0,2,1,1,2019,4,9,2,3,1
592696,1,2,2,518595.0,624413.0,429664.0,605204.0,642708.0,643446.0,607043.0,624424.0,4,4,0,0,0,0,2,1,1,2019,4,9,2,3,1
592696,1,1,2,518595.0,624413.0,429664.0,605204.0,642708.0,643446.0,607043.0,624424.0,4,3,0,0,0,0,2,1,1,2019,4,9,2,3,1
592696,1,0,2,518595.0,624413.0,429664.0,605204.0,642708.0,643446.0,607043.0,624424.0,4,2,0,0,0,0,2,1,1,2019,4,9,2,3,1
592696,0,0,2,518595.0,624413.0,429664.0,605204.0,642708.0,643446.0,607043.0,624424.0,4,1,0,0,0,0,2,1,1,2019,4,9,2,3,1
553902,0,0,1,518595.0,624413.0,429664.0,605204.0,642708.0,643446.0,607043.0,624424.0,3,1,0,0,0,0,1,1,1,2019,4,9,2,1,1
593871,0,1,1,518595.0,624413.0,429664.0,605204.0,642708.0,643446.0,607043.0,624424.0,2,2,0,0,0,0,2,1,1,2019,4,9,1,3,1
593871,0,0,1,518595.0,624413.0,429664.0,605204.0,642708.0,643446.0,607043.0,624424.0,2,1,0,0,0,0,2,1,1,2019,4,9,1,3,1
596146,3,2,0,518595.0,624413.0,429664.0,605204.0,642708.0,643446.0,607043.0,624424.0,1,7,0,0,0,0,2,1,1,2019,4,9,1,1,1
596146,3,2,0,518595.0,624413.0,429664.0,605204.0,642708.0,643446.0,607043.0,624424.0,1,6,0,0,0,0,2,1,1,2019,4,9,1,1,1
596146,2,2,0,518595.0,624413.0,429664.0,605204.0,642708.0,643446.0,607043.0,624424.0,1,5,0,0,0,0,2,1,1,2019,4,9,1,1,1
596146,1,2,0,518595.0,624413.0,429664.0,605204.0,642708.0,643446.0,607043.0,624424.0,1,4,0,0,0,0,2,1,1,2019,4,9,1,1,1
596146,0,2,0,518595.0,624413.0,429664.0,605204.0,642708.0,643446.0,607043.0,624424.0,1,3,0,0,0,0,2,1,1,2019,4,9,1,1,1
596146,0,1,0,518595.0,624413.0,429664.0,605204.0,642708.0,643446.0,607043.0,624424.0,1,2,0,0,0,0,2,1,1,2019,4,9,1,1,1
596146,0,0,0,518595.0,624413.0,429664.0,605204.0,642708.0,643446.0,607043.0,624424.0,1,1,0,0,0,0,2,1,1,2019,4,9,1,1,1
595453,3,2,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,56,6,0,4,0,4,1,0,14,2019,4,3,1,1,1
595453,2,2,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,56,5,0,4,0,4,1,0,14,2019,4,3,1,1,1
595453,2,1,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,56,4,0,4,0,4,1,0,14,2019,4,3,1,1,1
595453,2,0,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,56,3,0,4,0,4,1,0,14,2019,4,3,1,1,1
595453,1,0,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,56,2,0,4,0,4,1,0,14,2019,4,3,1,1,1
595453,0,0,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,56,1,0,4,0,4,1,0,14,2019,4,3,1,1,1
621446,2,2,1,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,55,5,0,4,0,4,1,0,14,2019,4,3,1,1,1
621446,1,2,1,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,55,4,0,4,0,4,1,0,14,2019,4,3,1,1,1
621446,1,1,1,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,55,3,0,4,0,4,1,0,14,2019,4,3,1,1,1
621446,1,0,1,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,55,2,0,4,0,4,1,0,14,2019,4,3,1,2,1
621446,0,0,1,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,55,1,0,4,0,4,1,0,14,2019,4,3,1,1,1
595375,2,2,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,54,8,0,4,0,4,2,0,14,2019,4,3,1,1,1
595375,2,2,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,54,7,0,4,0,4,2,0,14,2019,4,3,1,1,1
595375,2,2,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,54,6,0,4,0,4,2,0,14,2019,4,3,1,1,1
595375,2,2,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,54,5,0,4,0,4,2,0,14,2019,4,3,1,1,1
595375,1,2,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,54,4,0,4,0,4,2,0,14,2019,4,3,1,1,1
595375,0,2,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,54,3,0,4,0,4,2,0,14,2019,4,3,1,1,1
595375,0,1,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,54,2,0,4,0,4,2,0,14,2019,4,3,1,1,1
595375,0,0,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,54,1,0,4,0,4,2,0,14,2019,4,3,1,1,1
516770,1,2,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,48,6,0,3,0,3,1,0,12,2019,4,3,2,1,1
516770,1,2,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,48,5,0,3,0,3,1,0,12,2019,4,3,2,1,1
516770,1,2,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,48,4,0,3,0,3,1,0,12,2019,4,3,2,1,1
516770,0,2,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,48,3,0,3,0,3,1,0,12,2019,4,3,2,1,1
516770,0,1,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,48,2,0,3,0,3,1,0,12,2019,4,3,2,1,1
516770,0,0,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,48,1,0,3,0,3,1,0,12,2019,4,3,2,1,1
435522,0,2,1,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,47,3,0,3,0,3,2,0,12,2019,4,3,2,1,1
435522,0,1,1,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,47,2,0,3,0,3,2,0,12,2019,4,3,2,1,1
435522,0,0,1,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,47,1,0,3,0,3,2,0,12,2019,4,3,2,1,1
605119,1,2,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,46,4,0,3,0,3,1,0,12,2019,4,3,2,1,1
605119,1,1,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,46,3,0,3,0,3,1,0,12,2019,4,3,2,1,1
605119,0,1,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,46,2,0,3,0,3,1,0,12,2019,4,3,2,1,1
605119,0,0,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,46,1,0,3,0,3,1,0,12,2019,4,3,2,1,1
434158,3,2,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,45,6,0,3,0,3,2,0,12,2019,4,3,1,3,1
434158,2,2,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,45,5,0,3,0,3,2,0,12,2019,4,3,1,3,1
434158,1,2,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,45,4,0,3,0,3,2,0,12,2019,4,3,1,3,1
434158,0,2,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,45,3,0,3,0,3,2,0,12,2019,4,3,1,3,1
434158,0,1,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,45,2,0,3,0,3,2,0,12,2019,4,3,1,3,1
434158,0,0,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,45,1,0,3,0,3,2,0,12,2019,4,3,1,3,1
670950,0,2,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,39,3,0,3,0,3,1,0,10,2019,4,3,3,1,2
670950,0,1,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,39,2,0,3,0,3,1,0,10,2019,4,3,3,1,1
670950,0,0,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,39,1,0,3,0,3,1,0,10,2019,4,3,3,1,1
594011,1,0,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,38,2,0,3,0,3,2,0,10,2019,4,3,1,1,1
594011,0,0,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,38,1,0,3,0,3,2,0,10,2019,4,3,1,1,1
595453,2,2,1,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,37,6,0,3,0,3,1,0,10,2019,4,3,1,1,1
595453,2,2,1,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,37,5,0,3,0,3,1,0,10,2019,4,3,1,1,1
595453,1,2,1,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,37,4,0,3,0,3,1,0,10,2019,4,3,1,1,1
595453,1,1,1,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,37,3,0,3,0,3,1,0,10,2019,4,3,1,1,1
595453,0,1,1,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,37,2,0,3,0,3,1,0,10,2019,4,3,1,1,1
595453,0,0,1,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,37,1,0,3,0,3,1,0,10,2019,4,3,1,1,1
621446,2,1,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,36,4,0,3,0,3,1,0,10,2019,4,3,1,1,1
621446,2,0,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,36,3,0,3,0,3,1,0,10,2019,4,3,1,1,1
621446,1,0,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,36,2,0,3,0,3,1,0,10,2019,4,3,1,1,1
621446,0,0,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,36,1,0,3,0,3,1,0,10,2019,4,3,1,2,1
595375,1,2,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,32,4,0,3,0,3,2,0,8,2019,4,3,2,1,1
595375,1,1,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,32,3,0,3,0,3,2,0,8,2019,4,3,2,1,1
595375,1,0,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,32,2,0,3,0,3,2,0,8,2019,4,3,2,1,1
595375,0,0,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,32,1,0,3,0,3,2,0,8,2019,4,3,2,1,1
516770,1,1,1,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,31,3,0,3,0,3,1,0,8,2019,4,3,2,1,1
516770,1,0,1,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,31,2,0,3,0,3,1,0,8,2019,4,3,2,1,1
516770,0,0,1,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,31,1,0,3,0,3,1,0,8,2019,4,3,2,1,1
435522,0,0,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,30,1,0,3,0,3,2,0,8,2019,4,3,2,3,1
605119,3,2,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,29,7,0,3,0,3,1,0,8,2019,4,3,1,1,1
605119,2,2,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,29,6,0,3,0,3,1,0,8,2019,4,3,1,1,1
605119,2,2,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,29,5,0,3,0,3,1,0,8,2019,4,3,1,1,1
605119,1,2,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,29,4,0,3,0,3,1,0,8,2019,4,3,1,1,1
605119,1,1,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,29,3,0,3,0,3,1,0,8,2019,4,3,1,1,1
605119,1,0,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,29,2,0,3,0,3,1,0,8,2019,4,3,1,1,1
605119,0,0,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,29,1,0,3,0,3,1,0,8,2019,4,3,1,1,1
434158,2,2,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,25,6,0,3,0,3,2,0,6,2019,4,3,1,3,1
434158,1,2,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,25,5,0,3,0,3,2,0,6,2019,4,3,1,3,1
434158,0,2,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,25,4,0,3,0,3,2,0,6,2019,4,3,1,3,1
434158,0,2,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,25,3,0,3,0,3,2,0,6,2019,4,3,1,3,1
434158,0,1,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,25,2,0,3,0,3,2,0,6,2019,4,3,1,3,1
434158,0,0,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,25,1,0,3,0,3,2,0,6,2019,4,3,1,3,1
670950,0,2,1,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,24,3,0,3,0,3,1,0,6,2019,4,3,1,1,1
670950,0,1,1,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,24,2,0,3,0,3,1,0,6,2019,4,3,1,1,1
670950,0,0,1,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,24,1,0,3,0,3,1,0,6,2019,4,3,1,1,1
594011,1,2,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,23,5,0,3,0,3,2,0,6,2019,4,3,1,1,2
594011,1,2,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,23,4,0,3,0,3,2,0,6,2019,4,3,1,1,1
594011,1,1,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,23,3,0,3,0,3,2,0,6,2019,4,3,1,1,1
594011,0,1,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,23,2,0,3,0,3,2,0,6,2019,4,3,1,1,1
594011,0,0,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,23,1,0,3,0,3,2,0,6,2019,4,3,1,1,1
595453,2,2,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,15,6,0,1,0,1,1,0,4,2019,4,3,2,1,1
595453,1,2,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,15,5,0,1,0,1,1,0,4,2019,4,3,2,1,1
595453,0,2,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,15,4,0,1,0,1,1,0,4,2019,4,3,2,1,1
595453,0,2,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,15,3,0,1,0,1,1,0,4,2019,4,3,2,1,1
595453,0,1,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,15,2,0,1,0,1,1,0,4,2019,4,3,2,1,1
595453,0,0,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,15,1,0,1,0,1,1,0,4,2019,4,3,2,1,1
621446,2,2,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,14,6,0,1,0,1,1,0,4,2019,4,3,1,1,1
621446,2,2,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,14,5,0,1,0,1,1,0,4,2019,4,3,1,1,1
621446,2,1,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,14,4,0,1,0,1,1,0,4,2019,4,3,1,1,1
621446,2,0,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,14,3,0,1,0,1,1,0,4,2019,4,3,1,1,1
621446,1,0,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,14,2,0,1,0,1,1,0,4,2019,4,3,1,1,1
621446,0,0,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,14,1,0,1,0,1,1,0,4,2019,4,3,1,1,1
595375,1,2,1,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,13,4,0,1,0,1,2,0,4,2019,4,3,1,1,1
595375,0,2,1,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,13,3,0,1,0,1,2,0,4,2019,4,3,1,2,1
595375,0,1,1,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,13,2,0,1,0,1,2,0,4,2019,4,3,1,1,1
595375,0,0,1,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,13,1,0,1,0,1,2,0,4,2019,4,3,1,1,1
516770,0,2,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,12,3,0,1,0,1,1,0,4,2019,4,3,1,1,1
516770,0,1,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,12,2,0,1,0,1,1,0,4,2019,4,3,1,1,1
516770,0,0,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,12,1,0,1,0,1,1,0,4,2019,4,3,1,1,1
435522,2,2,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,6,7,0,0,0,0,2,0,2,2019,4,3,1,3,1
435522,2,2,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,6,6,0,0,0,0,2,0,2,2019,4,3,1,3,1
435522,2,2,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,6,5,0,0,0,0,2,0,2,2019,4,3,1,3,1
435522,2,1,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,6,4,0,0,0,0,2,0,2,2019,4,3,1,3,1
435522,2,0,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,6,3,0,0,0,0,2,0,2,2019,4,3,1,3,1
435522,1,0,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,6,2,0,0,0,0,2,0,2,2019,4,3,1,3,1
435522,0,0,2,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,6,1,0,0,0,0,2,0,2,2019,4,3,1,3,1
605119,0,0,1,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,5,1,0,0,0,0,1,0,2,2019,4,3,1,1,1
434158,2,2,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,4,5,0,0,0,0,2,0,2,2019,4,3,1,3,1
434158,1,2,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,4,4,0,0,0,0,2,0,2,2019,4,3,1,3,1
434158,1,1,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,4,3,0,0,0,0,2,0,2,2019,4,3,1,3,1
434158,0,1,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,4,2,0,0,0,0,2,0,2,2019,4,3,1,3,1
434158,0,0,0,621512.0,624413.0,429664.0,605204.0,642708.0,607043.0,542979.0,624424.0,4,1,0,0,0,0,2,0,2,2019,4,3,1,3,1
475582,0,0,2,467092.0,624413.0,429664.0,643446.0,642708.0,607043.0,501571.0,624424.0,44,1,0,1,0,1,1,0,12,2019,3,28,4,1,1
665742,3,2,1,467092.0,624413.0,429664.0,643446.0,642708.0,607043.0,501571.0,624424.0,43,6,0,1,0,1,2,0,12,2019,3,28,4,2,1
665742,2,2,1,467092.0,624413.0,429664.0,643446.0,642708.0,607043.0,501571.0,624424.0,43,5,0,1,0,1,2,0,12,2019,3,28,3,1,1
665742,2,1,1,467092.0,624413.0,429664.0,643446.0,642708.0,607043.0,501571.0,624424.0,43,4,0,1,0,1,2,0,12,2019,3,28,3,1,1
665742,1,1,1,467092.0,624413.0,429664.0,643446.0,642708.0,607043.0,501571.0,624424.0,43,3,0,1,0,1,2,0,12,2019,3,28,3,1,1
665742,1,0,1,467092.0,624413.0,429664.0,643446.0,642708.0,607043.0,501571.0,624424.0,43,2,0,1,0,1,2,0,12,2019,3,28,3,1,1
665742,0,0,1,467092.0,624413.0,429664.0,643446.0,642708.0,607043.0,501571.0,624424.0,43,1,0,1,0,1,2,0,12,2019,3,28,3,1,1
543685,3,2,0,467092.0,624413.0,429664.0,643446.0,642708.0,607043.0,501571.0,624424.0,42,7,0,1,0,1,1,0,12,2019,3,28,3,1,1
543685,3,2,0,467092.0,624413.0,429664.0,643446.0,642708.0,607043.0,501571.0,624424.0,42,6,0,1,0,1,1,0,12,2019,3,28,3,1,1
543685,2,2,0,467092.0,624413.0,429664.0,643446.0,642708.0,607043.0,501571.0,624424.0,42,5,0,1,0,1,1,0,12,2019,3,28,3,1,1
543685,2,1,0,467092.0,624413.0,429664.0,643446.0,642708.0,607043.0,501571.0,624424.0,42,4,0,1,0,1,1,0,12,2019,3,28,3,2,1
543685,2,0,0,467092.0,624413.0,429664.0,643446.0,642708.0,607043.0,501571.0,624424.0,42,3,0,1,0,1,1,0,12,2019,3,28,3,1,1
543685,1,0,0,467092.0,624413.0,429664.0,643446.0,642708.0,607043.0,501571.0,624424.0,42,2,0,1,0,1,1,0,12,2019,3,28,2,1,1
543685,0,0,0,467092.0,624413.0,429664.0,643446.0,642708.0,607043.0,501571.0,624424.0,42,1,0,1,0,1,1,0,12,2019,3,28,2,1,1
607208,0,1,0,467092.0,624413.0,429664.0,643446.0,642708.0,607043.0,501571.0,624424.0,41,2,0,1,0,1,1,0,12,2019,3,28,1,1,1
607208,0,0,0,467092.0,624413.0,429664.0,643446.0,642708.0,607043.0,501571.0,624424.0,41,1,0,1,0,1,1,0,12,2019,3,28,1,1,1
594809,3,2,2,467092.0,624413.0,429664.0,643446.0,642708.0,607043.0,501571.0,624424.0,37,6,0,1,0,1,2,0,10,2019,3,28,1,1,1
594809,3,1,2,467092.0,624413.0,429664.0,643446.0,642708.0,607043.0,501571.0,624424.0,37,5,0,1,0,1,2,0,10,2019,3,28,1,1,1
594809,3,0,2,467092.0,624413.0,429664.0,643446.0,642708.0,607043.0,501571.0,624424.0,37,4,0,1,0,1,2,0,10,2019,3,28,1,1,1
594809,2,0,2,467092.0,624413.0,429664.0,643446.0,642708.0,607043.0,501571.0,624424.0,37,3,0,1,0,1,2,0,10,2019,3,28,1,1,1
594809,1,0,2,467092.0,624413.0,429664.0,643446.0,642708.0,607043.0,501571.0,624424.0,37,2,0,1,0,1,2,0,10,2019,3,28,1,1,1
594809,0,0,2,467092.0,624413.0,429664.0,643446.0,642708.0,607043.0,501571.0,624424.0,37,1,0,1,0,1,2,0,10,2019,3,28,1,1,1
645302,1,2,1,467092.0,624413.0,429664.0,643446.0,642708.0,607043.0,501571.0,624424.0,36,4,0,1,0,1,1,0,10,2019,3,28,1,1,1
645302,0,2,1,467092.0,624413.0,429664.0,643446.0,642708.0,607043.0,501571.0,624424.0,36,3,0,1,0,1,1,0,10,2019,3,28,1,1,1
645302,0,1,1,467092.0,624413.0,429664.0,643446.0,642708.0,607043.0,501571.0,624424.0,36,2,0,1,0,1,1,0,10,2019,3,28,1,1,1
645302,0,0,1,467092.0,624413.0,429664.0,643446.0,642708.0,607043.0,501571.0,624424.0,36,1,0,1,0,1,1,0,10,2019,3,28,1,1,1
453286,0,2,0,467092.0,624413.0,429664.0,643446.0,642708.0,607043.0,501571.0,624424.0,35,3,0,1,0,1,1,0,10,2019,3,28,1,1,2
453286,0,1,0,467092.0,624413.0,429664.0,643446.0,642708.0,607043.0,501571.0,624424.0,35,2,0,1,0,1,1,0,10,2019,3,28,1,1,1
